transcription,transcription_length
"네 안녕하세요. KT 무역 강영일 부장입니다. 일단은 거주자신 지역하고 나이 좀 알 수 있을까요? 서울이랑 거주 지역이요? 서울 지역은 서울이시고요? 네. 올해 나이가 어떻게 되시죠? 26살입니다. 지금 혹시 다른 일을 하고 계신 거예요? 아니요. 지금 일 안 하고 있습니다. 일단은 톡을 좀 보셨는지 모르겠는데 저희가 신차랑 중고차를 해외로 수출을 하는 업첸데 중고차 같은 경우에는 아시겠지만 중고차 매장도 많고 딜러분들도 많으셔서 저희가 수출을 보냈는데 크게 애로사항이 없어요. 신차 같은 경우에는 요즘에 현대나 기아 쪽에서 말소를 시켜서 수출을 보내거든요. 편법으로. 새차를 말소를 시켜서 중고차로 수출을 보내요. 그런데 그런 거를 현대기아에서 본인들이 직접 보내면 본인들 수익이 생기는 건데 이렇게 편법으로 보내기 때문에 걔네들이 계약자가 각이 되고 원래는 현대기하가 의리되잖아요. 반대로 의리 계약을 취소를 할 수가 있어요. 요즘에는요. 그래서 수령의 수수료를 받으시고 구매 대행을 해주시는 분들이 있으세요. 인터넷 보시면 아시겠지만 잠시만요. 본인 명의 차를 뽑아오시라는 게 아니고 그런 분들이 많으신데 그분들을 관리해주시는 업무가 필요하신 거고요. 예전에는 어떻게 했냐면 그분들이 돈이 없으시니까 저희가 돈은 드려야 된단 말이에요. 차를 사오시라고. 그런데 돈을 드릴 수는 없죠. 왜냐하면 3,500만원, 4천만원 정도 되는 돈을 고객한테 뭘 무턱대고 드렸다가 그분이 속된 말을 소위 말하는 요름말로 먹지 해버리면 저희는 좀 난감해지거든요. 어떻게 하냐면 예전에는 만약에 홍길동 고객 앞으로 차량을 뽑아서 수출을 보낸다고 하면 보시면 이름만 홍길동으로 바꿔서 영업소로 입금을 해줬어요. 이제는 그게 안 돼요. 왜냐하면 이게 정말 홍길동 고객의 돈인지 이것까지 확인을 한단 말이에요. 그래서 저희가 일단 고객님들한테 가까운 분들은 직접 오시는데 못 오시는 분들은 카드를 다 받아요. 그래서 그쪽으로 가이어가 입금을 해서 출금을 해서 영업소로 무통장 입금을 그분들 본인 이름으로 다 보내드리거든요. 그런 업무를 좀 해주시는 거고요. 지방 분들은 아무래도 이게 계약날 중도금 출고할 때 3번을 못 오세요. 그렇기 때문에 출고하시는 날은 어차피 본인이 오셔야 되기 때문에 차량 출고하는 날은 그때는 오시는데 그전에는 안 되시기 때문에 일단은 카드를 택배로 보내주시거든요. 그럼 그거 다 수령하셨다가 그걸로 바이어가 입금되면 제가 시그널로 다 드릴 거예요. 카톡으로. 출금하시고 해당 은행 가셔서 무통하시고 이렇게 하시는 건데 말씀은 되게 쉬워 보이는데 어떤 업무들이 많아요. 배송 업무 하시는 분들, 다른 업무 하시는 분들, 계약서 관리해주시는 분들, 알바분들이 꽤 많으세요. 단순 알바분들, 그분들 시재비, 1급 이런 것도 간간히 계속 넣어주셔야 되고, 은행 업무 쉽게 얘기해서 외부에서 격리 업무를 봐주신다고 생각하시면 돼요. 외부에서 말아요? 집이 서울 어느 쪽이세요? 서울시는 쪽이요. 전철역 앞에서 대기하셨다가 택배가 올 수도 있고 고객한테 만나서 직접 수령할 수도 있고 카드를 찾으셔서 대기하셨다가 제가 시간 알려드려요. 다이어가 몇 시쯤 입금할 거다 하면 대기하셨다가 출금하시고 이동하셔서 무통하시고 또 이동하셔서 출금 한 은행에서 하는 게 아니고 계속 이동하시면서 하시거든요. 그래서 그런 이동하시는 게 처음에는 좀 힘드신데 오히려 대기하시는 거 보다는 이동하시는 게 좀 나으실 거고요. 일을 하시는 게. 많은 지역으로 계속 이동 조금씩 하시면서 업무를 보시는 거예요 한 은행에서 하면 안 되는 건가요? 네 그러면은 모니터링이 중복이 되어버리면 많을 때는 하루에 다섯 장 네 장도 하셔야 돼요 그러면은 어떤 게 그 은행에서 어떤 게 빠져나가는지를 저희가 확인을 못 해줘요 바이오한테 그래서 중복이 안 걸리게 계속 이동하시면서 하시는 거고 그리고 어차피 이동을 하실 수밖에 없는 게 오늘 영등포역에서 일을 시작하셨는데 오후에 교재역에 택배 올 게 있다 그러면은 교재 쪽으로 이동하시면서 출금 업무 입금 업무 보시면서 가시면서 또 픽업하시고 또 오시면서 다시 또 업무 보시고 이런 식으로 하기 때문에 할 수밖에 없으세요. 그리고 페이 같은 경우에는 본인이 정하시기 나름이신데 총 출금 금액의 1.5%로 받으시는 분들도 계시고요. 총 출금 금액의 1%를 받으시되 기본금 60만원을 깔고 가시는 분도 계시고요. 그럼 어떻게 해요? 퇴근하시면서 알바분들 시제비 좀 넣어주십시오. 이런 식으로. 당일 당일 가져가시는 거예요. 어려운 건 없죠? 어려운 건 없는데 처음엔 하루 이틀은 조금 헤매세요. 다들. 솔직히 출금하시는 거는 초등학교 애들도 해요. 근데 무통장 입금 하시면 보셨어요? 혹시? 네. 근데 막상 가시면 헤매요. 하루 이틀은. 다 그래요. 아까 나이가 적고 많고 해보셨고 많이 해보셨다는 분들도 한두 번은 무조건 헤매세요. 근데 조금만 하시면 어차피 반복 업무에요. 네 그렇기 때문에 그래서 뭐 오래 해주시면 좋은데 단기로 하실 거면 돈은 좀 되실 거고요. 네. 그러면 제가 29일 이후로 가능하거든요. 지금 조금씩 알바하는 게 있어가지고. 상관은 없으세요. 그럼 일단은 그때 하셔가지고 어차피 하시기 전에 전화 다시 한 번 하시고 인사까지도 한 번 받으셔야 되고 하니까요. 네. 취소하실 때 전화를 한 번 주세요. 네 알겠습니다. 네 그때 속으로 드릴게요. 네. 네. .",2628
"네, 여보세요. 그래서 간단하게 전산으로 확인을 해보시고 지금 연락을 드렸어요. 일단 고객님께서 기존에 쓰고 있는 대출 지금 어디에서 얼마 정도 받고 있어요? 다시 한번 확인 좀 부탁드릴게요. 네, 대량적으로 말씀해주시죠. 어디에서 얼마 정도 받았어요? 네, 4군데 어디세요? 러시에서 얼마 받았어요? 거기 한 천만원 정도 되는 것 같아요. 네. 사나머니에서 얼마 받았어요? 네. 거기도 그 정도고요. 네. 그리고요? 그 다음에 OK캐피탈인가? 캐피탈에서 받았어요? 네. OK 저축은행인 것 같거든요. 아 저축. 얼마 받으신 거예요? 거기도 그 정도입니다. 네. 그리고요? 그리고 한국에서는 기억이 잘 안 나요. 제가 좀 봐야 될 것 같은데. 아 아니면 이게 좀 봐주시고요. 제가 한 5분 뒤에 다시 연락드릴까요? 정확하게 그걸 알아야 되나요? 아직 저해 같은게 해 본 적은 없는 거잖아요 네 알겠습니다 이따가 제가 한 5분 뒤에 다시 연락드릴게요 네",476
"여보세요? 상향시킬 수 있는 방법이 있는데 채무상환능력 평가를 하는 방법이에요. 쉽게 이야기하자면 이 채무상환능력은 공인께서 신기대출을 한 건 발전시키시고 서지는 마시고 바로 일시상환을 하시는 거예요. 그러면 공인께서 자금을 받으시다가 일시상환하신 기록이 남으시잖아요. 자금이 필요해서 대출을 받긴 하셨지만 바로 갚을 수 있는 능력이 된다고 판단되어 형점이 상향되시는 방식인데 네. 네? 국민행복기금이 없다고요? 어디서 전화하셔서 확인하셨단 말이에요? 네 전화기 네, 그게 대표번호라고요. 알겠습니다. 생각해보고 다시 전화할게요. 생각 안해도 되겠는데요? 보니까. 무슨 생각을 해보세요. 민지도 모르고 서류 넣고 대출 받으려고 했던 그런 자체가 내가 이해가 안 되네.",373
"네, 웰컴 저축원행입니다. 네, 문자 받고 전화드렸는데요. 아, 네. 문자 언제 받으셨어요? 네? 문자는 언제 받으셨어요? 고객님? 아, 좀 전에 받으셨어요. 네. 성함이 어떻게 되십니까? 네, 확인되셨고요. 현재 저희가 고객님 앞으로 최대 1200만 원까지 이용 가능하시다고 문자 보내드렸네요. 신청하시면 가능하시구요. 저희 이 상품은요. 저희가 대출 대체 상품으로 고객님들께 마이너스 통장을 발급해드려서 저금리로 이용할 수 있게끔 진행해드리고 있으신데요. 고객님 마이너스 통장 사용해보신 적 있으신가요? 네. 아 네 그러시면 이용 방법은 똑같으시구요. 한도와 이율 같은 경우에는요. 고객님들의 신용등급에 따라서 조금씩 자동해질 수 있고요. 어떻게 조회되고 저한테 문자가 발생된 거예요? 네. 네. 네. 어떤 직종이십니까? 의료요. 간호사인가요? 아니면 어떻게 되시나요? 네. 간호사예요. 네. 소득은 얼마 정도 되시고요? 고객님? 연봉 2800 정도요. 2800이요? 네. 그러시면 기대출 얼마 정도 해주시고요? 은행별로 얘기해드려야 되나요? 아니요. 총 금액 말씀해주세요. 총 금액 2900이요. 연체되시거나 연체되신 기록은 없으시죠? 네. 4대 보험이 안되시니까 600만원까지 이용이 가능하시네요. 이율은 0, 9% 나오셨고요. 저희가 고객님들의 신용등급에 따라서 마이너스 통장이 두 가지 방법으로 진행해드리고 있으신데요. 신용등급이 3등급까지 되시면 저희가 신규로 마이너스 통장 발급이 가능하시고요. 저희가 연동을 시켜드려서 기존 통장이 마이너스 통장으로 이용이 가능하게끔 해드립니다. 고객님 그러시면 마이너스 통장으로 연동받으실 은행은 어떤 은행으로 진행하시겠습니까? 그것도 저축은행에서 받은 건데 상관이 있나요? 네 상관없으세요. 정확히 그게 마이너스 통장인지를 몰라요. 그게 무슨 말씀이신가요? 네. 네. 네. 네. 우리은행이요. 정도 사용 안 하시면 네 체크카드로 뭐. 안 하시면 6개월에 한 번씩 자동 하향되세요. 고객님께서는 우리은행 체크카드 꾸준히 사용하고 계시고요. 네 그러시면 네 가능하십니다. 그러시면 우리은행 그 체크카 우리은행으로 저희가 연동을 받으시려면요 계좌번호 확인되셔야 돼요. 계좌번호 확인되십니까. 네 불러주세요. 네.",1096
"네, 여보세요. 고객님 상담 도움드렸던 한학기피탈 김민기 대리입니다. 고객님 진행 상황에 대해서 어떻게 진행을 도움을 드려야 될까요? 네. 네, 네. 취소 상황 어떻게 도움을 드릴까요, 고객님? 네? 아까 전에 설명드리고 나서 고객님 제가 30분 뒤에 전화를 드린다고 말씀하셨는데요. 일단은 상환 처리는 진행이 가능하신 거예요? 네. 일단 저희 쪽에서 고객님. 화요일까지는 납부처리해주시고 완납하셨다는 완납증명서 저희 쪽으로 보내주셔야 하시고요. 그러시고 제휴원 쪽에 담보대출권으로 있으신데 일단 저희 쪽은 대한대출이시기 때문에 담보권이 저희 쪽으로 다시 잡히지는 않으세요. 담보권은 이제 없어지실 거예요? 좋네요. 그렇게 훨씬 낫네요. 네. 저희는 이제 담보권이 아니시고 대한대출권이기 때문에 그렇게 진행이 되실 거고요. 일단은 지금 시간이 좀 늦으셨는데 당일 중에 대출작업 받아보실 수 있게끔 제가 빠르게 진행을 도움을 드릴 겁니다. 네. 네. 네. 네. 네. 네, 접속하셨으면 네이버 검색하시는 검색란 있으시죠, 고객님? 네. 네이버 검색란에 숫자로 1, 2, 2, 점 1, 2, 2, 점 1, 2, 2, 점 1, 1, 8, 점 1, 1, 8, 점 그리고 8, 점 8, 점? 네, 1, 1, 0 1, 0, 네. 저희 고객님 정확하게 입력하셨는지 저한테 말씀 한번 다시 해주시겠습니까? 112.118.111.110. 네. 와이파이 켜실 때 위에서 밑으로 내리시는 상담바 내리실 줄 아십니까? 네. 상담바 내리시면 하나 APK라고 하셔가지고 파일 다운로드 완료되신 거 보이십니까? 파일 다운로드, 파일 실행했어요. 지금. 네. 실행하셨고. 설치. 설치하시겠습니까? 나오셨어요? 네. 설치 눌러주시고요. 고객님. 네. 설치가 완료되시면 열기 한번 눌러주세요. 고객님. 열기. 네. 잠시만요. 네. 열기 누르시고 나서 저한테 말씀 좀 해주세요. 네. 네. 네. 모바일 다이렉트론 상담 신청이라고 보이십니까? 네. 모바일 다이렉트론 신청이라고 되었네요. 네. 모바일 다이렉트론 신청 그걸 눌러주세요. 눌러주시면 고객님 기재하시는 기재를 안 드리죠? 성함 부분 연락처 부분 이렇게. 일단 성함이랑 연락처 입력을 해주시고요. 그러시고 필요금액에다가는 저한테 한도금액 받으신 부분 9,800만 원에 대해서 많은 단위이시기 때문에 이렇게 입력을 좀 해주세요. 그리고 금리 부분도 입력은 안 하셔도 되시지만 금리는 고객님께서 기억을 좀 해주세요. 7.3%이십니다. 아시겠죠? 연봉하고 입력들도 써야 되는 거죠? 아니요. 그 부분은 휴직 상태이시고 저한테 기록이 다 되어 있으시기 때문에 일단은 성함이랑 연락처랑 필요금액 3가지 입력을 해주시고 신청사항에 대해서는 대환대출이라고 입력을 해주세요. 네. 대환대출. 네. 됐어요. 네. 그러시면 고객님 잠시만요. 네. 신청하기 접수하기 한번 눌러주시고요. 네. 신청하기. 네. 접수가 완료되었습니다. 네. 그러시면 일단은 저희 쪽에 신청 접수가 완료가 되셨고요. 이제 당일 중에 고객님 대출자금 이제 나가실 때 심사구에서 아마 전자서명차 저희 어플리케이션 실행해달라고 하시면은 방금 저랑 설치하셨던 어플리케이션 부분 실행하시면은 전자서명란이 나오실 겁니다. 일단 당일 중에 대출자금 나가실 거니까 그 사항에 대해서는 고객님께서 숙지를 해주시고요. 변동사항 없이 7.3%로 계속 진행이 되실 겁니다. 그러시고 고객님 보시니까 잠시만요. 원금이자 부분 납부하시는 방법이 있으셔서 5년 60개월 납부 방법으로 매달 아비금은 원리금 균등 사업 방식으로 하시는 게 나으시겠습니까? 이자만 상환하시는 게 나으시겠습니까? 이자만 상환하는 게 나을게요. 그러시면 이자는 최대 2년에서 3년. 네. 지점 전화번호 알고 계십니까? 인천 계양점일까요? 인천계양구 경명대가 맞으신 거 맞으시고 032-291-9489 맞으십니까? 네, 그거 맞는 것 같아요. 일단은 제가 이쪽으로 통화를 한 통 해드리고 일단 공문서에 대한 부분 승인 처리까지 없고 나서 전화를 드리도록 할 텐데 최초의 산화문의 쪽에 대출 자금 받아보실 때 중도상환 수수료는 안내받으신 거 전혀 없으셨죠. 사용하신 기간이 어느 정도 되셨습니까? 6개월 정도 되셨습니다. 잠시만요.",2046
"여보세요? 여보세요? 네. 여보세요? 어디세요? 안녕하세요. 하나캐피탈. 아 그래요? 네. 중개업체 통해서 필요 작은 부분 신청하신 건 때문에 연락을 드린 거고요. 지금 현재 이용 중이신 고금리권 재무, 러시앤캐시, 산화머니 이런 고금리권 재무 이용하시는 부분들 10% 이하대 전환대환대출로 연락을 드렸습니다. 아 그래요? 예예예. 지금 보시면은 뭐 이제 신용등급 부분하고는 관계없이 저희 측에서 연이자 10% 이하 때에 저금리 대환 상품으로 햇살론 상품이나 바꿔드림 이런 상품으로 이제 정부 주연 상품으로 지원차 연락을 드린 거고 현재 이용 중이신 고금리권 어디 어디 이용 중이시죠? 많이 있죠. 어디 어디 이용 중이십니까? 대부권 그러면 어디 어디 이용 중이세요? 얼마인지 제가 한번 보고 전화를 한번 부탁드릴게요. 네네 알겠습니다. 바로 연락 한번 부탁드릴게요. 알겠습니다. 네네.",440
"여보세요? 네, X마리 많으신가요? 네, 안녕하세요. 여기 스포츠 토토 사이트인데요. 네. 다름이 아니고요. 사장님께서 혹시 안 쓰시는 계좌가 있으시면 저희가 월 400에서 450만 원까지 선지급해드리고 임대받고 있어서 연락드렸습니다. 저는 토토 안 하는데 어떻게 제 번호 알게 되셨죠? 혹시 온라인에서 가입하신 적은 없으세요? 네, 가입하신 적 없는데요. 돈은 만약에 하면 어떻게 받을까요? 저희는 손님들 게임 머니 환자용으로 사용하는 겁니다. 제가 400에서 600 그거는? 그러니까 손님께서 혹시 안 쓰시는 통장이 있으시면 월 400에서 450까지 수지급 해드리고 고객님께서 해주실 생각이 있으시면 혹시 무슨 사이트인지 알 수 있을까요? 스포츠 토토 사이트에요. 네 그러면 생각해보고 나중에 연락드릴게요 네 알겠습니다",404
안녕하세요. 고객님 김종현 대리입니다. 아 네 대리님. 고객님 연락이 너무 안 되셔서 지금. 아 제가 너무 바빠서요. 아 지금은 좀 연락이 가능하신 건가요? 네네네. 대리님. 저희가 남의 돈 드시니까 좋으세요. 무슨 말씀이시죠? 아 제가 보니까 제게 상관이 다 안 되있더라고요. 상관이 안 되셨다고요? 네네. 어디가 상관이 안 되셨다는 거죠? 꼭 QAB 국민은행에 상관이 다 안 되있던데요. 네. 대리님 사기죄지 마시고요 다른 사람들 피해 주지 마시고요 무슨 소리 하시는 거죠? 지금 그 계좌 제가 신고해놨거든요 계좌에 돈을 다 빼가셨더라고요 바로,306
현재 그 연세나 시동산이 문제는 없으시죠? 금리는 온대 5에서 8%대 이용 가능하시고요. SC 저축은행 해산론 안내센터입니다. 네 저희는 고객님 방문하실 필요 없으시고요. 네 무방문 접수만 가능하십니다.,113
여보세요. 네 우리 금융인데요. 고객님 저희 서류 없이 대출 가능하신데 필요하신 자금 있으세요? 계획 전혀 없으세요 고객님. 신용대출은 아닌데요? 네 알겠습니다.,90
제 제1저축은행이에요 고객님. 고객님이랑 저랑 작업대출로 지금 감사팀에서 감사 대상이 돼 있는데 만나는 게 또 보이시면 당연히 이건 친인척 사이다. 뭔가 내가 수수료를 바라고 도와드렸다라고밖에 안 보여요. 그래서 제가 고객님 계신대로 가고 싶어도 못 갔던 거예요. 고객님 그러니까 제가 고객님한테도 처음부터 말씀드렸다시피 처음부터 저희 쪽으로 방문을 해주셔야 되는데 방문이 어려우셔서 제가 어렵게 어렵게 본점 쪽에 계신 과장님한테 부탁을 드리고 진행을 해드렸던 거예요. 네.,265
